chr,stat,end,covtelo
Chr10,33500000,33525000,5
Chr10,33525000,33550000,7
Chr10,33550000,33575000,4
Chr10,33575000,33600000,7
Chr10,33600000,33625000,4
Chr10,33625000,33650000,7
Chr10,33650000,33675000,6
Chr10,33675000,33700000,12
Chr10,33700000,33725000,23
Chr10,33725000,33750000,6
Chr10,33750000,33775000,6
Chr10,33775000,33800000,14
Chr10,33800000,33825000,13
Chr10,33825000,33850000,7
Chr10,33850000,33875000,5
Chr10,33875000,33900000,8
Chr10,33900000,33925000,7
Chr10,33925000,33950000,12
Chr10,33950000,33975000,8
Chr10,33975000,34000000,8
Chr10,34000000,34025000,9
Chr10,34025000,34050000,7
Chr10,34050000,34075000,7
Chr10,34075000,34100000,7
Chr10,34100000,34125000,8
Chr10,34125000,34150000,7
Chr10,34150000,34175000,9
Chr10,34175000,34200000,9
Chr10,34200000,34225000,4
Chr10,34225000,34250000,8
Chr10,34250000,34275000,11
Chr10,34275000,34300000,9
Chr10,34300000,34325000,4
Chr10,34325000,34350000,7
Chr10,34350000,34375000,6
Chr10,34375000,34400000,8
Chr10,34400000,34425000,9
Chr10,34425000,34450000,12
Chr10,34450000,34475000,11
Chr10,34475000,34500000,10
Chr10,34500000,34525000,9
Chr10,34525000,34550000,12
Chr10,34550000,34575000,3
Chr10,34575000,34600000,6
Chr10,34600000,34625000,11
Chr10,34625000,34650000,8
Chr10,34650000,34675000,5
Chr10,34675000,34700000,6
Chr10,34700000,34725000,8
Chr10,34725000,34750000,15
Chr10,34750000,34775000,6
Chr10,34775000,34800000,10
Chr10,34800000,34825000,6
Chr10,34825000,34850000,10
Chr10,34850000,34875000,9
Chr10,34875000,34900000,7
Chr10,34900000,34925000,11
Chr10,34925000,34950000,10
Chr10,34950000,34975000,9
Chr10,34975000,35000000,5
Chr10,35000000,35025000,6
Chr10,35025000,35050000,8
Chr10,35050000,35075000,76
Chr10,35075000,35100000,133
Chr10,35100000,35125000,56
Chr10,35125000,35150000,145
Chr10,35150000,35173121,26
Chr11,0,25000,1148
Chr11,25000,50000,22
Chr11,50000,75000,34
Chr11,75000,100000,59
Chr11,100000,125000,47
Chr11,125000,150000,59
Chr11,150000,175000,33
Chr11,175000,200000,39
Chr11,200000,225000,77
Chr11,225000,250000,76
Chr11,250000,275000,10
Chr11,275000,300000,5
Chr11,300000,325000,10
Chr11,325000,350000,10
Chr11,350000,375000,6
Chr11,375000,400000,10
Chr11,400000,425000,13
Chr11,425000,450000,9
Chr11,450000,475000,7
Chr11,475000,500000,10
Chr11,500000,525000,8
Chr11,525000,550000,9
Chr11,550000,575000,6
Chr11,575000,600000,9
Chr11,600000,625000,7
Chr11,625000,650000,8
Chr11,650000,675000,4
Chr11,675000,700000,4
Chr11,700000,725000,7
Chr11,725000,750000,8
Chr11,750000,775000,3
Chr11,775000,800000,7
Chr11,800000,825000,7
Chr11,825000,850000,9
Chr11,850000,875000,6
Chr11,875000,900000,6
Chr11,900000,925000,12
Chr11,925000,950000,6
Chr11,950000,975000,5
Chr11,975000,1000000,5
Chr11,1000000,1025000,5
Chr11,1025000,1050000,9
Chr11,1050000,1075000,6
Chr11,1075000,1100000,12
Chr11,1100000,1125000,12
Chr11,1125000,1150000,9
Chr11,1150000,1175000,12
Chr11,1175000,1200000,10
Chr11,1200000,1225000,7
Chr11,1225000,1250000,5
Chr11,1250000,1275000,5
Chr11,1275000,1300000,9
Chr11,1300000,1325000,16
Chr11,1325000,1350000,6
Chr11,1350000,1375000,11
Chr11,1375000,1400000,5
Chr11,1400000,1425000,10
Chr11,1425000,1450000,9
Chr11,1450000,1475000,8
Chr11,1475000,1500000,38
Chr11,1500000,1525000,6
Chr11,1525000,1550000,8
Chr11,1550000,1575000,11
Chr11,1575000,1600000,10
Chr11,1600000,1625000,4
Chr11,1625000,1650000,3
Chr11,1650000,1675000,10
Chr11,1675000,1700000,6
Chr11,1700000,1725000,5
Chr11,1725000,1750000,4
Chr11,1750000,1775000,8
Chr11,1775000,1800000,5
Chr11,1800000,1825000,4
Chr11,1825000,1850000,11
Chr11,1850000,1875000,5
Chr11,1875000,1900000,8
Chr11,1900000,1925000,9
Chr11,1925000,1950000,8
Chr11,1950000,1975000,8
Chr11,1975000,2000000,8
Chr11,2000000,2025000,4
Chr11,2025000,2050000,10
Chr11,2050000,2075000,10
Chr11,2075000,2100000,11
Chr11,2100000,2125000,3
Chr11,2125000,2150000,5
Chr11,2150000,2175000,9
Chr11,2175000,2200000,5
Chr11,2200000,2225000,7
Chr11,2225000,2250000,14
Chr11,2250000,2275000,7
Chr11,2275000,2300000,8
Chr11,2300000,2325000,6
Chr11,2325000,2350000,3
Chr11,2350000,2375000,8
Chr11,2375000,2400000,7
Chr11,2400000,2425000,6
Chr11,2425000,2450000,8
Chr11,2450000,2475000,9
Chr11,2475000,2500000,8
Chr11,2500000,2525000,8
Chr11,2525000,2550000,6
Chr11,2550000,2575000,3
Chr11,2575000,2600000,4
Chr11,2600000,2625000,6
Chr11,2625000,2650000,10
Chr11,2650000,2675000,10
Chr11,2675000,2700000,5
Chr11,2700000,2725000,11
Chr11,2725000,2750000,4
Chr11,2750000,2775000,6
Chr11,2775000,2800000,8
Chr11,2800000,2825000,6
Chr11,2825000,2850000,8
Chr11,2850000,2875000,8
Chr11,2875000,2900000,4
Chr11,2900000,2925000,8
Chr11,2925000,2950000,5
Chr11,2950000,2975000,3
Chr11,2975000,3000000,7
Chr11,3000000,3025000,7
Chr11,3025000,3050000,6
Chr11,3050000,3075000,6
Chr11,3075000,3100000,6
Chr11,3100000,3125000,5
Chr11,3125000,3150000,11
Chr11,3150000,3175000,7
Chr11,3175000,3200000,6
Chr11,3200000,3225000,6
Chr11,3225000,3250000,10
Chr11,3250000,3275000,9
Chr11,3275000,3300000,9
Chr11,3300000,3325000,5
Chr11,3325000,3350000,12
Chr11,3350000,3375000,51
Chr11,3375000,3400000,6
Chr11,3400000,3425000,7
Chr11,3425000,3450000,8
Chr11,3450000,3475000,14
Chr11,3475000,3500000,11
Chr11,3500000,3525000,5
Chr11,3525000,3550000,5
Chr11,3550000,3575000,7
Chr11,3575000,3600000,6
Chr11,3600000,3625000,7
Chr11,3625000,3650000,7
Chr11,3650000,3675000,10
Chr11,3675000,3700000,10
Chr11,3700000,3725000,9
Chr11,3725000,3750000,6
Chr11,3750000,3775000,11
Chr11,3775000,3800000,5
Chr11,3800000,3825000,10
Chr11,3825000,3850000,9
Chr11,3850000,3875000,12
Chr11,3875000,3900000,13
Chr11,3900000,3925000,7
Chr11,3925000,3950000,8
Chr11,3950000,3975000,5
Chr11,3975000,4000000,6
Chr11,4000000,4025000,5
Chr11,4025000,4050000,11
Chr11,4050000,4075000,11
Chr11,4075000,4100000,5
Chr11,4100000,4125000,8
Chr11,4125000,4150000,7
Chr11,4150000,4175000,9
Chr11,4175000,4200000,3
Chr11,4200000,4225000,7
Chr11,4225000,4250000,8
Chr11,4250000,4275000,12
Chr11,4275000,4300000,12
Chr11,4300000,4325000,4
Chr11,4325000,4350000,7
Chr11,4350000,4375000,5
Chr11,4375000,4400000,12
Chr11,4400000,4425000,5
Chr11,4425000,4450000,6
Chr11,4450000,4475000,8
Chr11,4475000,4500000,9
Chr11,4500000,4525000,8
Chr11,4525000,4550000,6
Chr11,4550000,4575000,6
Chr11,4575000,4600000,8
Chr11,4600000,4625000,4
Chr11,4625000,4650000,4
Chr11,4650000,4675000,7
Chr11,4675000,4700000,7
Chr11,4700000,4725000,6
Chr11,4725000,4750000,8
Chr11,4750000,4775000,5
Chr11,4775000,4800000,6
Chr11,4800000,4825000,11
Chr11,4825000,4850000,6
Chr11,4850000,4875000,4
Chr11,4875000,4900000,8
Chr11,4900000,4925000,10
Chr11,4925000,4950000,6
Chr11,4950000,4975000,7
Chr11,4975000,5000000,4
Chr11,5000000,5025000,7
Chr11,5025000,5050000,9
Chr11,5050000,5075000,5
Chr11,5075000,5100000,7
Chr11,5100000,5125000,4
Chr11,5125000,5150000,5
Chr11,5150000,5175000,8
Chr11,5175000,5200000,4
Chr11,5200000,5225000,11
Chr11,5225000,5250000,12
Chr11,5250000,5275000,12
Chr11,5275000,5300000,11
Chr11,5300000,5325000,6
Chr11,5325000,5350000,9
Chr11,5350000,5375000,5
Chr11,5375000,5400000,6
Chr11,5400000,5425000,9
Chr11,5425000,5450000,6
Chr11,5450000,5475000,11
Chr11,5475000,5500000,7
Chr11,5500000,5525000,11
Chr11,5525000,5550000,6
Chr11,5550000,5575000,8
Chr11,5575000,5600000,14
Chr11,5600000,5625000,7
Chr11,5625000,5650000,8
Chr11,5650000,5675000,11
Chr11,5675000,5700000,9
Chr11,5700000,5725000,4
Chr11,5725000,5750000,9
Chr11,5750000,5775000,7
Chr11,5775000,5800000,9
Chr11,5800000,5825000,6
Chr11,5825000,5850000,13
Chr11,5850000,5875000,6
Chr11,5875000,5900000,6
Chr11,5900000,5925000,6
Chr11,5925000,5950000,9
Chr11,5950000,5975000,3
Chr11,5975000,6000000,6
Chr11,6000000,6025000,5
Chr11,6025000,6050000,9
Chr11,6050000,6075000,3
Chr11,6075000,6100000,5
Chr11,6100000,6125000,8
Chr11,6125000,6150000,8
Chr11,6150000,6175000,5
Chr11,6175000,6200000,6
Chr11,6200000,6225000,11
Chr11,6225000,6250000,6
Chr11,6250000,6275000,7
Chr11,6275000,6300000,5
Chr11,6300000,6325000,5
Chr11,6325000,6350000,4
Chr11,6350000,6375000,10
Chr11,6375000,6400000,7
Chr11,6400000,6425000,12
Chr11,6425000,6450000,9
Chr11,6450000,6475000,9
Chr11,6475000,6500000,13
Chr11,6500000,6525000,8
Chr11,6525000,6550000,9
Chr11,6550000,6575000,6
Chr11,6575000,6600000,10
Chr11,6600000,6625000,10
Chr11,6625000,6650000,10
Chr11,6650000,6675000,5
Chr11,6675000,6700000,6
Chr11,6700000,6725000,10
Chr11,6725000,6750000,10
Chr11,6750000,6775000,7
Chr11,6775000,6800000,7
Chr11,6800000,6825000,4
Chr11,6825000,6850000,4
Chr11,6850000,6875000,10
Chr11,6875000,6900000,7
Chr11,6900000,6925000,7
Chr11,6925000,6950000,9
Chr11,6950000,6975000,5
Chr11,6975000,7000000,10
Chr11,7000000,7025000,10
Chr11,7025000,7050000,6
Chr11,7050000,7075000,7
Chr11,7075000,7100000,7
Chr11,7100000,7125000,8
Chr11,7125000,7150000,7
Chr11,7150000,7175000,9
Chr11,7175000,7200000,10
Chr11,7200000,7225000,12
Chr11,7225000,7250000,14
Chr11,7250000,7275000,15
Chr11,7275000,7300000,7
Chr11,7300000,7325000,8
Chr11,7325000,7350000,7
Chr11,7350000,7375000,6
Chr11,7375000,7400000,8
Chr11,7400000,7425000,10
Chr11,7425000,7450000,8
Chr11,7450000,7475000,8
Chr11,7475000,7500000,24
Chr11,7500000,7525000,10
Chr11,7525000,7550000,8
Chr11,7550000,7575000,3
Chr11,7575000,7600000,11
Chr11,7600000,7625000,5
Chr11,7625000,7650000,7
Chr11,7650000,7675000,9
Chr11,7675000,7700000,10
Chr11,7700000,7725000,7
Chr11,7725000,7750000,6
Chr11,7750000,7775000,9
Chr11,7775000,7800000,11
Chr11,7800000,7825000,6
Chr11,7825000,7850000,9
Chr11,7850000,7875000,12
Chr11,7875000,7900000,12
Chr11,7900000,7925000,7
Chr11,7925000,7950000,9
Chr11,7950000,7975000,2
Chr11,7975000,8000000,4
Chr11,8000000,8025000,7
Chr11,8025000,8050000,5
Chr11,8050000,8075000,4
Chr11,8075000,8100000,7
Chr11,8100000,8125000,7
Chr11,8125000,8150000,8
Chr11,8150000,8175000,9
Chr11,8175000,8200000,4
Chr11,8200000,8225000,7
Chr11,8225000,8250000,4
Chr11,8250000,8275000,10
Chr11,8275000,8300000,15
Chr11,8300000,8325000,6
Chr11,8325000,8350000,5
Chr11,8350000,8375000,8
Chr11,8375000,8400000,7
Chr11,8400000,8425000,8
Chr11,8425000,8450000,5
Chr11,8450000,8475000,6
Chr11,8475000,8500000,5
Chr11,8500000,8525000,8
Chr11,8525000,8550000,5
Chr11,8550000,8575000,4
Chr11,8575000,8600000,5
Chr11,8600000,8625000,6
Chr11,8625000,8650000,13
Chr11,8650000,8675000,10
Chr11,8675000,8700000,4
Chr11,8700000,8725000,6
Chr11,8725000,8750000,9
Chr11,8750000,8775000,24
Chr11,8775000,8800000,5
Chr11,8800000,8825000,7
Chr11,8825000,8850000,7
Chr11,8850000,8875000,4
Chr11,8875000,8900000,14
Chr11,8900000,8925000,7
Chr11,8925000,8950000,7
Chr11,8950000,8975000,6
Chr11,8975000,9000000,8
Chr11,9000000,9025000,7
Chr11,9025000,9050000,5
Chr11,9050000,9075000,9
Chr11,9075000,9100000,9
Chr11,9100000,9125000,9
Chr11,9125000,9150000,9
Chr11,9150000,9175000,10
Chr11,9175000,9200000,8
Chr11,9200000,9225000,7
Chr11,9225000,9250000,12
Chr11,9250000,9275000,10
Chr11,9275000,9300000,9
Chr11,9300000,9325000,6
Chr11,9325000,9350000,6
Chr11,9350000,9375000,6
Chr11,9375000,9400000,6
Chr11,9400000,9425000,8
Chr11,9425000,9450000,14
Chr11,9450000,9475000,6
Chr11,9475000,9500000,7
Chr11,9500000,9525000,8
Chr11,9525000,9550000,7
Chr11,9550000,9575000,4
Chr11,9575000,9600000,7
Chr11,9600000,9625000,13
Chr11,9625000,9650000,6
Chr11,9650000,9675000,9
Chr11,9675000,9700000,13
Chr11,9700000,9725000,7
Chr11,9725000,9750000,5
Chr11,9750000,9775000,7
Chr11,9775000,9800000,7
Chr11,9800000,9825000,9
Chr11,9825000,9850000,7
Chr11,9850000,9875000,7
Chr11,9875000,9900000,8
Chr11,9900000,9925000,10
Chr11,9925000,9950000,4
Chr11,9950000,9975000,10
Chr11,9975000,10000000,6
Chr11,10000000,10025000,4
Chr11,10025000,10050000,7
Chr11,10050000,10075000,7
Chr11,10075000,10100000,7
Chr11,10100000,10125000,8
Chr11,10125000,10150000,11
Chr11,10150000,10175000,10
Chr11,10175000,10200000,7
Chr11,10200000,10225000,7
Chr11,10225000,10250000,4
Chr11,10250000,10275000,8
Chr11,10275000,10300000,8
Chr11,10300000,10325000,9
Chr11,10325000,10350000,12
Chr11,10350000,10375000,7
Chr11,10375000,10400000,2
Chr11,10400000,10425000,2
Chr11,10425000,10450000,8
Chr11,10450000,10475000,6
Chr11,10475000,10500000,9
Chr11,10500000,10525000,4
Chr11,10525000,10550000,4
Chr11,10550000,10575000,10
Chr11,10575000,10600000,6
Chr11,10600000,10625000,6
Chr11,10625000,10650000,14
Chr11,10650000,10675000,11
Chr11,10675000,10700000,10
Chr11,10700000,10725000,8
Chr11,10725000,10750000,6
Chr11,10750000,10775000,6
Chr11,10775000,10800000,4
Chr11,10800000,10825000,9
Chr11,10825000,10850000,8
Chr11,10850000,10875000,7
Chr11,10875000,10900000,9
Chr11,10900000,10925000,10
Chr11,10925000,10950000,9
Chr11,10950000,10975000,9
Chr11,10975000,11000000,1
Chr11,11000000,11025000,9
Chr11,11025000,11050000,9
Chr11,11050000,11075000,6
Chr11,11075000,11100000,4
Chr11,11100000,11125000,12
Chr11,11125000,11150000,4
Chr11,11150000,11175000,10
Chr11,11175000,11200000,7
Chr11,11200000,11225000,4
Chr11,11225000,11250000,9
Chr11,11250000,11275000,8
Chr11,11275000,11300000,7
Chr11,11300000,11325000,8
Chr11,11325000,11350000,8
Chr11,11350000,11375000,7
Chr11,11375000,11400000,9
Chr11,11400000,11425000,4
Chr11,11425000,11450000,9
Chr11,11450000,11475000,9
Chr11,11475000,11500000,5
Chr11,11500000,11525000,8
Chr11,11525000,11550000,8
Chr11,11550000,11575000,4
Chr11,11575000,11600000,6
Chr11,11600000,11625000,8
Chr11,11625000,11650000,8
Chr11,11650000,11675000,4
Chr11,11675000,11700000,6
Chr11,11700000,11725000,8
Chr11,11725000,11750000,7
Chr11,11750000,11775000,5
Chr11,11775000,11800000,6
Chr11,11800000,11825000,10
Chr11,11825000,11850000,4
Chr11,11850000,11875000,13
Chr11,11875000,11900000,6
Chr11,11900000,11925000,7
Chr11,11925000,11950000,7
Chr11,11950000,11975000,5
Chr11,11975000,12000000,7
Chr11,12000000,12025000,8
Chr11,12025000,12050000,10
Chr11,12050000,12075000,8
Chr11,12075000,12100000,9
Chr11,12100000,12125000,6
Chr11,12125000,12150000,6
Chr11,12150000,12175000,4
Chr11,12175000,12200000,7
Chr11,12200000,12225000,6
Chr11,12225000,12250000,6
Chr11,12250000,12275000,7
Chr11,12275000,12300000,6
Chr11,12300000,12325000,5
Chr11,12325000,12350000,8
Chr11,12350000,12375000,3
Chr11,12375000,12400000,4
Chr11,12400000,12425000,9
Chr11,12425000,12450000,4
Chr11,12450000,12475000,3
Chr11,12475000,12500000,6
Chr11,12500000,12525000,10
Chr11,12525000,12550000,3
Chr11,12550000,12575000,10
Chr11,12575000,12600000,10
Chr11,12600000,12625000,8
Chr11,12625000,12650000,3
Chr11,12650000,12675000,9
Chr11,12675000,12700000,5
Chr11,12700000,12725000,5
Chr11,12725000,12750000,10
Chr11,12750000,12775000,6
Chr11,12775000,12800000,6
Chr11,12800000,12825000,8
Chr11,12825000,12850000,5
Chr11,12850000,12875000,5
Chr11,12875000,12900000,4
Chr11,12900000,12925000,7
Chr11,12925000,12950000,7
Chr11,12950000,12975000,6
Chr11,12975000,13000000,4
Chr11,13000000,13025000,7
Chr11,13025000,13050000,12
Chr11,13050000,13075000,5
Chr11,13075000,13100000,9
Chr11,13100000,13125000,5
Chr11,13125000,13150000,7
Chr11,13150000,13175000,6
Chr11,13175000,13200000,9
Chr11,13200000,13225000,4
Chr11,13225000,13250000,8
Chr11,13250000,13275000,11
Chr11,13275000,13300000,4
Chr11,13300000,13325000,5
Chr11,13325000,13350000,10
Chr11,13350000,13375000,5
Chr11,13375000,13400000,5
Chr11,13400000,13425000,7
Chr11,13425000,13450000,7
Chr11,13450000,13475000,7
Chr11,13475000,13500000,8
Chr11,13500000,13525000,7
Chr11,13525000,13550000,9
Chr11,13550000,13575000,10
Chr11,13575000,13600000,9
Chr11,13600000,13625000,5
Chr11,13625000,13650000,10
Chr11,13650000,13675000,4
Chr11,13675000,13700000,11
Chr11,13700000,13725000,8
Chr11,13725000,13750000,6
Chr11,13750000,13775000,6
Chr11,13775000,13800000,4
Chr11,13800000,13825000,4
Chr11,13825000,13850000,6
Chr11,13850000,13875000,11
Chr11,13875000,13900000,6
Chr11,13900000,13925000,9
Chr11,13925000,13950000,8
Chr11,13950000,13975000,11
Chr11,13975000,14000000,7
Chr11,14000000,14025000,4
Chr11,14025000,14050000,7
Chr11,14050000,14075000,5
Chr11,14075000,14100000,3
Chr11,14100000,14125000,7
Chr11,14125000,14150000,7
Chr11,14150000,14175000,7
Chr11,14175000,14200000,8
Chr11,14200000,14225000,6
Chr11,14225000,14250000,8
Chr11,14250000,14275000,7
Chr11,14275000,14300000,10
Chr11,14300000,14325000,8
Chr11,14325000,14350000,6
Chr11,14350000,14375000,7
Chr11,14375000,14400000,4
Chr11,14400000,14425000,7
Chr11,14425000,14450000,5
Chr11,14450000,14475000,6
Chr11,14475000,14500000,6
Chr11,14500000,14525000,6
Chr11,14525000,14550000,11
Chr11,14550000,14575000,7
Chr11,14575000,14600000,10
Chr11,14600000,14625000,8
Chr11,14625000,14650000,4
Chr11,14650000,14675000,11
Chr11,14675000,14700000,3
Chr11,14700000,14725000,7
Chr11,14725000,14750000,8
Chr11,14750000,14775000,8
Chr11,14775000,14800000,8
Chr11,14800000,14825000,6
Chr11,14825000,14850000,7
Chr11,14850000,14875000,3
Chr11,14875000,14900000,12
Chr11,14900000,14925000,4
Chr11,14925000,14950000,6
Chr11,14950000,14975000,7
Chr11,14975000,15000000,12
Chr11,15000000,15025000,7
Chr11,15025000,15050000,7
Chr11,15050000,15075000,4
Chr11,15075000,15100000,13
Chr11,15100000,15125000,7
Chr11,15125000,15150000,6
Chr11,15150000,15175000,17
Chr11,15175000,15200000,16
Chr11,15200000,15225000,12
Chr11,15225000,15250000,7
Chr11,15250000,15275000,6
Chr11,15275000,15300000,7
Chr11,15300000,15325000,6
Chr11,15325000,15350000,7
Chr11,15350000,15375000,12
Chr11,15375000,15400000,4
Chr11,15400000,15425000,9
Chr11,15425000,15450000,8
Chr11,15450000,15475000,5
Chr11,15475000,15500000,1
Chr11,15500000,15525000,5
Chr11,15525000,15550000,6
Chr11,15550000,15575000,8
Chr11,15575000,15600000,10
Chr11,15600000,15625000,7
Chr11,15625000,15650000,7
Chr11,15650000,15675000,4
Chr11,15675000,15700000,7
Chr11,15700000,15725000,11
Chr11,15725000,15750000,5
Chr11,15750000,15775000,7
Chr11,15775000,15800000,4
Chr11,15800000,15825000,7
Chr11,15825000,15850000,2
Chr11,15850000,15875000,8
Chr11,15875000,15900000,5
Chr11,15900000,15925000,9
Chr11,15925000,15950000,9
Chr11,15950000,15975000,7
Chr11,15975000,16000000,3
Chr11,16000000,16025000,4
Chr11,16025000,16050000,6
Chr11,16050000,16075000,3
Chr11,16075000,16100000,7
Chr11,16100000,16125000,7
Chr11,16125000,16150000,9
Chr11,16150000,16175000,6
Chr11,16175000,16200000,12
Chr11,16200000,16225000,10
Chr11,16225000,16250000,7
Chr11,16250000,16275000,4
Chr11,16275000,16300000,6
Chr11,16300000,16325000,6
Chr11,16325000,16350000,7
Chr11,16350000,16375000,7
Chr11,16375000,16400000,4
Chr11,16400000,16425000,4
Chr11,16425000,16450000,8
Chr11,16450000,16475000,8
Chr11,16475000,16500000,7
Chr11,16500000,16525000,6
Chr11,16525000,16550000,5
Chr11,16550000,16575000,10
Chr11,16575000,16600000,10
Chr11,16600000,16625000,3
Chr11,16625000,16650000,12
Chr11,16650000,16675000,8
Chr11,16675000,16700000,11
Chr11,16700000,16725000,4
Chr11,16725000,16750000,3
Chr11,16750000,16775000,7
Chr11,16775000,16800000,8
Chr11,16800000,16825000,7
Chr11,16825000,16850000,9
Chr11,16850000,16875000,5
Chr11,16875000,16900000,5
Chr11,16900000,16925000,7
Chr11,16925000,16950000,13
Chr11,16950000,16975000,3
Chr11,16975000,17000000,5
Chr11,17000000,17025000,13
Chr11,17025000,17050000,4
Chr11,17050000,17075000,3
Chr11,17075000,17100000,6
Chr11,17100000,17125000,4
Chr11,17125000,17150000,8
Chr11,17150000,17175000,4
Chr11,17175000,17200000,5
Chr11,17200000,17225000,5
Chr11,17225000,17250000,6
Chr11,17250000,17275000,8
Chr11,17275000,17300000,6
Chr11,17300000,17325000,7
Chr11,17325000,17350000,8
Chr11,17350000,17375000,6
Chr11,17375000,17400000,11
Chr11,17400000,17425000,8
Chr11,17425000,17450000,8
Chr11,17450000,17475000,10
Chr11,17475000,17500000,7
Chr11,17500000,17525000,6
Chr11,17525000,17550000,5
Chr11,17550000,17575000,6
Chr11,17575000,17600000,9
Chr11,17600000,17625000,4
Chr11,17625000,17650000,8
Chr11,17650000,17675000,8
Chr11,17675000,17700000,8
Chr11,17700000,17725000,3
Chr11,17725000,17750000,6
Chr11,17750000,17775000,4
Chr11,17775000,17800000,6
Chr11,17800000,17825000,9
Chr11,17825000,17850000,6
Chr11,17850000,17875000,9
Chr11,17875000,17900000,12
Chr11,17900000,17925000,7
Chr11,17925000,17950000,8
Chr11,17950000,17975000,7
Chr11,17975000,18000000,8
Chr11,18000000,18025000,8
Chr11,18025000,18050000,9
Chr11,18050000,18075000,9
Chr11,18075000,18100000,14
Chr11,18100000,18125000,5
Chr11,18125000,18150000,6
Chr11,18150000,18175000,6
Chr11,18175000,18200000,9
Chr11,18200000,18225000,9
Chr11,18225000,18250000,12
Chr11,18250000,18275000,9
Chr11,18275000,18300000,6
Chr11,18300000,18325000,8
Chr11,18325000,18350000,7
Chr11,18350000,18375000,9
Chr11,18375000,18400000,7
Chr11,18400000,18425000,4
Chr11,18425000,18450000,9
Chr11,18450000,18475000,4
Chr11,18475000,18500000,6
Chr11,18500000,18525000,4
Chr11,18525000,18550000,6
Chr11,18550000,18575000,7
Chr11,18575000,18600000,8
Chr11,18600000,18625000,8
Chr11,18625000,18650000,8
Chr11,18650000,18675000,8
Chr11,18675000,18700000,6
Chr11,18700000,18725000,8
Chr11,18725000,18750000,6
Chr11,18750000,18775000,6
Chr11,18775000,18800000,6
Chr11,18800000,18825000,7
Chr11,18825000,18850000,6
Chr11,18850000,18875000,11
Chr11,18875000,18900000,10
Chr11,18900000,18925000,7
Chr11,18925000,18950000,4
Chr11,18950000,18975000,5
Chr11,18975000,19000000,7
Chr11,19000000,19025000,10
Chr11,19025000,19050000,4
Chr11,19050000,19075000,6
Chr11,19075000,19100000,9
Chr11,19100000,19125000,10
Chr11,19125000,19150000,8
Chr11,19150000,19175000,9
Chr11,19175000,19200000,2
Chr11,19200000,19225000,0
Chr11,19225000,19250000,0
Chr11,19250000,19275000,0
Chr11,19275000,19300000,0
Chr11,19300000,19325000,0
Chr11,19325000,19350000,0
Chr11,19350000,19375000,0
Chr11,19375000,19400000,0
Chr11,19400000,19425000,0
Chr11,19425000,19450000,0
Chr11,19450000,19475000,0
Chr11,19475000,19500000,0
Chr11,19500000,19525000,0
Chr11,19525000,19550000,0
Chr11,19550000,19575000,0
Chr11,19575000,19600000,0
Chr11,19600000,19625000,5
Chr11,19625000,19650000,6
Chr11,19650000,19675000,6
Chr11,19675000,19700000,4
Chr11,19700000,19725000,5
Chr11,19725000,19750000,5
Chr11,19750000,19775000,6
Chr11,19775000,19800000,6
Chr11,19800000,19825000,7
Chr11,19825000,19850000,6
Chr11,19850000,19875000,8
Chr11,19875000,19900000,5
Chr11,19900000,19925000,7
Chr11,19925000,19950000,9
Chr11,19950000,19975000,7
Chr11,19975000,20000000,7
Chr11,20000000,20025000,10
Chr11,20025000,20050000,9
Chr11,20050000,20075000,11
Chr11,20075000,20100000,4
Chr11,20100000,20125000,5
Chr11,20125000,20150000,5
Chr11,20150000,20175000,8
Chr11,20175000,20200000,11
Chr11,20200000,20225000,7
Chr11,20225000,20250000,9
Chr11,20250000,20275000,9
Chr11,20275000,20300000,12
Chr11,20300000,20325000,9
Chr11,20325000,20350000,6
Chr11,20350000,20375000,7
Chr11,20375000,20400000,8
Chr11,20400000,20425000,8
Chr11,20425000,20450000,6
Chr11,20450000,20475000,8
Chr11,20475000,20500000,7
Chr11,20500000,20525000,5
Chr11,20525000,20550000,10
Chr11,20550000,20575000,6
Chr11,20575000,20600000,5
Chr11,20600000,20625000,5
Chr11,20625000,20650000,12
Chr11,20650000,20675000,8
Chr11,20675000,20700000,6
Chr11,20700000,20725000,5
Chr11,20725000,20750000,5
Chr11,20750000,20775000,6
Chr11,20775000,20800000,5
Chr11,20800000,20825000,8
Chr11,20825000,20850000,6
Chr11,20850000,20875000,9
Chr11,20875000,20900000,5
Chr11,20900000,20925000,6
Chr11,20925000,20950000,8
Chr11,20950000,20975000,7
Chr11,20975000,21000000,6
Chr11,21000000,21025000,8
Chr11,21025000,21050000,4
Chr11,21050000,21075000,7
Chr11,21075000,21100000,8
Chr11,21100000,21125000,9
Chr11,21125000,21150000,8
Chr11,21150000,21175000,12
Chr11,21175000,21200000,8
Chr11,21200000,21225000,9
Chr11,21225000,21250000,8
Chr11,21250000,21275000,10
Chr11,21275000,21300000,11
Chr11,21300000,21325000,5
Chr11,21325000,21350000,8
Chr11,21350000,21375000,10
Chr11,21375000,21400000,7
Chr11,21400000,21425000,5
Chr11,21425000,21450000,5
Chr11,21450000,21475000,8
Chr11,21475000,21500000,2
Chr11,21500000,21525000,5
Chr11,21525000,21550000,4
Chr11,21550000,21575000,9
Chr11,21575000,21600000,7
Chr11,21600000,21625000,6
Chr11,21625000,21650000,7
Chr11,21650000,21675000,8
Chr11,21675000,21700000,8
Chr11,21700000,21725000,3
Chr11,21725000,21750000,6
